name, date
1807_C1_PL9150R, 2015.53
LIBR0093, 2014.85
LIBR0090, 2014.85
EM_079424, 2014.23
IPDPFHGINSP_GUI_2015_5038, 2015.25
V1561, 2014.80
0205_C2_PL5868, 2015.26
V1039, 2014.71
J0037, 2014.75
EM_079685, 2014.36
EM_079681, 2014.36
EM_080265, 2014.53
J0129, 2014.84
1007_C2_PL4105, 2015.16
1807_C2_10398_EMLK, 2015.11
EM_079517, 2014.27
EM_079514, 2014.27
J0127, 2014.83
0806_C1_KT4677, 2015.09
LIBR10077, 2014.65
V509, 2014.56
EM_076610, 2014.84
0106_C2_PL7375, 2015.40
EM_079702, 2014.36
EM_076948, 2014.87
1807_C1_PL8310b, 2015.47
EM_GUI_2015_004674, 2015.23
0205_C1_PL5428, 2015.23
EM_000219, 2014.68
EM_079578, 2014.29
1507_C1_18647_EMLH, 2015.52
1805_C1_MK2382, 2015.15
A023888, 2015.70
G3686, 2014.40
EM_079749, 2014.38
IPDPFHGINSP_GUI_2015_4909, 2015.24
Makona-G5853.1, 2014.72
EM_004555, 2015.06
J0081, 2014.79
Makona-G5059.1, 2014.63
EM_079630, 2014.33
G3814, 2014.45
1807_C2_14763_EMLK, 2015.30
0208_C1_MK10173, 2015.58
EM_079542, 2014.28
1507_C1_13268_EMLH, 2015.47
0205_C2_PL6086, 2015.28
DML25411, 2015.19
2208_C2_18687R_EMLH, 2015.53
EM_079549, 2014.28
EM_COY_2015_016617, 2015.37
Makona-G4347.1, 2014.53
1708_C1_13031_EMLH, 2015.38
LIBR0177, 2014.87
V20144820, 2014.87
1309_C2_MK13013, 2015.70
G3782, 2014.45
Makona-G4312.2, 2014.53
1507_C1_18636_EMLH, 2015.51
EM-FORE-2015-664, 2015.42
1009_C1_20547_EMLK, 2015.68
1507_C2_MK0575, 2014.99
1009_C1_20524_EMLK, 2015.68
0807_C1_PL4119, 2015.16
EM096, 2014.40
DML24573, 2015.05
J0015, 2014.73
J0016, 2014.74
0205_C2_PL6049, 2015.27
2607_C1_592_EMLH, 2015.10
EM_079434, 2014.25
EM_COY_2015_017787, 2015.45
EM_COY_2015_017018, 2015.40
LIBR10110, 2014.63
Makona-G5985.1, 2014.73
EM_COY_2015_016456, 2015.36
G3840, 2014.46
EM-FORE-2015-1414, 2015.53
1807_C1_15421_EMLK, 2015.45
1007_C2_MK1000, 2015.02
2906_C2_KT5034, 2015.12
V20140729, 2014.69
EM_COY_2015_022059, 2015.50
Makona-G4236.1, 2014.52
V1211, 2014.75
1807_C1_PL9199Rb, 2015.53
2507_C1_77748_EMLK, 2015.03
LIBR0505, 2014.94
Makona-G4972.1, 2014.62
2208_C2_15207R_EMLK, 2015.41
LIBR10270, 2014.65
LIBR10271, 2014.65
EM_079388, 2014.57
2507_C2_10212_EMLK, 2015.08
Makona-G3889.1, 2014.46
1708_C1_MK0491R, 2014.97
0807_C1_PL4813, 2015.20
G3769, 2014.44
V20143036, 2014.81
J0161, 2014.85
EM_COY_2015_016531, 2015.36
J0167, 2014.85
J0168, 2014.86
J0169, 2014.85
CON-10512, 2015.61
EM_079413, 2014.24
EM_079412, 2014.24
CON-10193, 2015.59
EM_079410, 2014.24
EM_079414, 2014.24
FCH_731, 2015.73
FCH_730, 2015.73
LIBR10053, 2014.75
CON-8559, 2015.47
LIBR10196, 2014.65
2507_C2_10084_EMLK, 2015.06
2807_C2_567_EMLH, 2015.09
V653, 2014.62
EM_000921, 2014.74
V20146578, 2014.98
EM_078556, 2014.91
LIBR0605, 2014.97
0807_C1_PL4123, 2015.16
V20143648, 2014.84
LIBR1221, 2015.09
EM_FORE_2015_1140, 2015.50
LIBR10056, 2014.73
Makona-G3917.1, 2014.47
EM095, 2014.39
0809_C1_020484_EMLK_A, 2015.67
EM_NG_2016_029417, 2016.22
EM_004059, 2014.97
2906_C1_PL4483, 2015.18
J0112, 2014.83
J0042, 2014.76
2807_C2_77693_EMLK, 2015.02
2906_C1_PL8172, 2015.46
1807_C1_14888_EMLK, 2015.33
EM_079464, 2014.25
Makona-G4264.1, 2014.52
REDC-GUI-2015-00497, 2015.53
LIBR10205, 2014.71
EM_NG_2016_029366, 2016.21
EM_NG_2016_029364, 2016.21
Makona-G4252.1, 2014.52
2507_C1_10022_EMLK, 2015.05
EM_COY_2015_015815, 2015.28
EM_FORE_2015_697, 2015.43
Makona-G4250.1, 2014.52
0208_C1_77679_EMLK, 2015.02
G3820, 2014.45
G3823, 2014.45
LIBR0073, 2014.85
G3827, 2014.45
EM_COY_2015_017574, 2015.44
Makona-G5982.1, 2014.73
1706_C1_PL7709, 2015.43
REDC_GUI_2015_01323, 2015.65
EM_COY_2015_016642, 2015.37
FCH_729, 2015.73
LIBR0622, 2014.97
LIBR0624, 2014.97
3004_C2_KT5320, 2015.15
NZG_0381, 2016.23
EM_COY_2015_017174, 2015.41
CON12930, 2015.78
EM_076534, 2014.83
V20144192, 2014.85
3007_C2_77581_EMLK, 2015.01
J0021, 2014.74
J0020, 2014.73
0806_C2_KT4631, 2015.09
EM_COY_2015_017135, 2015.41
2605_C2_PL5534, 2015.24
FCH1785_S, 2015.70
2807_C2_77712_EMLK, 2015.02
LIBR10237, 2014.52
J0137, 2014.83
EM_079914, 2014.44
J0134, 2014.83
0205_C2_PL6070, 2015.27
1706_C1_PL7801, 2015.44
2208_C1_PL4256R, 2015.17
1507_C1_18660_EMLH, 2015.52
EM_FORE_2015_2781, 2015.78
IPDPFHGINSP_GUI_2015_6505, 2015.33
EM_COY_2015_017091, 2015.40
0109_C2_020380_EMLK, 2015.65
Makona-UK3, 2015.19
V517, 2014.56
2208_C2_18642R_EMLH, 2015.51
0507_C2_MK0392, 2014.97
KG91, 2015.47
KG90, 2015.46
EM_FORE_2015_934, 2015.47
2607_C2_12916_EMLH, 2015.32
REDC_GUI_2015_01285, 2015.64
EM_COY_2015_016800, 2015.38
EM_079750, 2014.38
1805_C1_MK2397, 2015.15
1807_C2_14782_EMLK, 2015.31
G3809, 2014.45
1805_C1_MK2825, 2015.18
EM_004422, 2015.00
Kissidougou-C15, 2014.21
EM_079753, 2014.39
2807_C2_77716_EMLK, 2015.02
1507_C2_MK0866, 2015.01
2104_C1_MK2343, 2015.15
1507_C2_MK0864, 2015.01
0305_C1_PL5201, 2015.22
Gueckedou-C05, 2014.21
EM098, 2014.40
Gueckedou-C07, 2014.21
1807_C1_15360_EMLK, 2015.43
EM_COY_2015_016278, 2015.34
G3799, 2014.45
CON-10786, 2015.62
V20143360, 2014.83
KG35, 2015.43
J0003, 2014.74
EM120, 2014.42
1007_C2_MK0020, 2014.93
1105_C1_MK2790, 2015.18
1807_C1_PL9150Rb, 2015.53
EM_079442, 2014.25
CON-11010, 2015.64
EM_079444, 2014.25
EM_079659, 2014.34
EM_079731, 2014.38
IPDPFHGINSP_GUI_2015_7070, 2015.38
G3707, 2014.41
V20141643, 2014.76
2906_C2_MK0366, 2014.97
2906_C2_MK0368, 2014.97
DML25083, 2015.13
EM_COY_2015_016263, 2015.34
V1116, 2014.73
EM_004085, 2014.96
0205_C2_PL5950, 2015.27
EM_078639, 2014.92
J0096, 2014.82
LIBR0157, 2014.87
EM_079622, 2014.32
